surface_name	site_name	species_name	formation_energy	frequencies	other_parameters	reference	
Pd	211	COOH	-0.76	[159.4, 167.9, 216.6, 271.0, 296.0, 385.2, 668.4, 703.1, 1120.6, 1274.1, 1478.5, 3509.6]	[]	Calculated	
Pt	211	CO	-1.75	[225.9, 269.6, 319.5, 362.3, 402.1, 1881.4]	[]	Calculated	
Ag	211	COOH	-0.03	[159.4, 167.9, 216.6, 271.0, 296.0, 385.2, 668.4, 703.1, 1120.6, 1274.1, 1478.5, 3509.6]	[]	Calculated	
Cu	211	CO2	-0.81	[12.0, 12.0, 77.1, 215.4, 267.9, 636.3, 658.2, 1328.3, 2349.1]	[]	Calculated	
Rh	211	CO2	-0.87	[12.0, 12.0, 77.1, 215.4, 267.9, 636.3, 658.2, 1328.3, 2349.1]	[]	Calculated	
Ag	211	HCOOH	-0.53	[101.1, 109.5, 142.0, 183.0, 214.8, 228.0, 651.1, 748.9, 1021.9, 1118.6, 1303.7, 1372.7, 1697.8, 3018.4, 3328.8]	[]	Calculated	
Rh	211	HCOOH	-0.64	[101.1, 109.5, 142.0, 183.0, 214.8, 228.0, 651.1, 748.9, 1021.9, 1118.6, 1303.7, 1372.7, 1697.8, 3018.4, 3328.8]	[]	Calculated	
Pd	211	H2O	-0.25	[12.0, 154.6, 192.0, 195.1, 205.3, 371.9, 1596.9, 3670.6, 3802.9]	[]	Calculated	
Rh	211	H2O	-0.32	[12.0, 154.6, 192.0, 195.1, 205.3, 371.9, 1596.9, 3670.6, 3802.9]	[]	Calculated	
Pd	211	OH	0.28	[153.4, 314.4, 348.8, 649.5, 677.8, 3708.5]	[]	Calculated	
Ag	211	CH3OH	-1.87	[12.0, 12.0, 100.3, 137.1, 188.5, 219.1, 531.8, 950.3, 1077.5, 1153.9, 1348.8, 1450.3, 1482.2, 1487.4, 3002.4, 3074.2, 3123.7, 3638.2]	[]	Calculated	
Cu	211	CO	-0.68	[225.9, 269.6, 319.5, 362.3, 402.1, 1881.4]	[]	Calculated	
Rh	211	OH	-0.20	[153.4, 314.4, 348.8, 649.5, 677.8, 3708.5]	[]	Calculated	
Rh	211	COH	-1.09	[12.0, 186.3, 215.8, 261.5, 367.0, 413.5, 1030.9, 1213.2, 3537.8]	[]	Calculated	
Ag	211	HCOO	-1.03	[166.0, 200.5, 253.6, 287.2, 301.2, 342.4, 748.0, 994.7, 1308.9, 1345.8, 1498.8, 2977.7]	[]	Calculated	
Ag	211	H2COOH	-0.61	[12.0, 162.1, 170.6, 249.2, 311.3, 335.6, 498.0, 587.4, 803.2, 1012.2, 1067.8, 1201.0, 1306.2, 1368.6, 1487.9, 2957.8, 2987.5, 3700.7]	[]	Calculated	
Pd	211	CHO	-1.07	[165.7, 193.0, 341.1, 366.7, 604.3, 800.9, 1223.3, 1504.4, 2931.3]	[]	Calculated	
Rh	211	CH3O	-1.94	[76.0, 133.0, 156.9, 253.9, 373.4, 390.4, 977.1, 1141.0, 1147.8, 1451.1, 1465.4, 1470.6, 2963.3, 3029.7, 3036.4]	[]	Calculated	
Cu	211	COH	0.62	[12.0, 186.3, 215.8, 261.5, 367.0, 413.5, 1030.9, 1213.2, 3537.8]	[]	Calculated	
Pt	211	H2COOH	-0.59	[12.0, 162.1, 170.6, 249.2, 311.3, 335.6, 498.0, 587.4, 803.2, 1012.2, 1067.8, 1201.0, 1306.2, 1368.6, 1487.9, 2957.8, 2987.5, 3700.7]	[]	Calculated	
Cu	211	HCOOH	-0.52	[101.1, 109.5, 142.0, 183.0, 214.8, 228.0, 651.1, 748.9, 1021.9, 1118.6, 1303.7, 1372.7, 1697.8, 3018.4, 3328.8]	[]	Calculated	
Cu	211	CH3O	-1.85	[76.0, 133.0, 156.9, 253.9, 373.4, 390.4, 977.1, 1141.0, 1147.8, 1451.1, 1465.4, 1470.6, 2963.3, 3029.7, 3036.4]	[]	Calculated	
Pd	211	COH	-0.99	[12.0, 186.3, 215.8, 261.5, 367.0, 413.5, 1030.9, 1213.2, 3537.8]	[]	Calculated	
Pd	211	O	1.51	[74.3, 477.3, 479.1]	[]	Calculated	
Pd	211	H	-0.3	[237.3, 978.3, 1005.8]	[]	Calculated	
Ag	211	CH3O	-1.2	[76.0, 133.0, 156.9, 253.9, 373.4, 390.4, 977.1, 1141.0, 1147.8, 1451.1, 1465.4, 1470.6, 2963.3, 3029.7, 3036.4]	[]	Calculated	
Cu	211	H2O	-0.26	[12.0, 154.6, 192.0, 195.1, 205.3, 371.9, 1596.9, 3670.6, 3802.9]	[]	Calculated	
Cu	211	COOH	-0.54	[159.4, 167.9, 216.6, 271.0, 296.0, 385.2, 668.4, 703.1, 1120.6, 1274.1, 1478.5, 3509.6]	[]	Calculated	
Ag	211	CO2	-0.85	[12.0, 12.0, 77.1, 215.4, 267.9, 636.3, 658.2, 1328.3, 2349.1]	[]	Calculated	
Pt	211	CHO	-1.29	[165.7, 193.0, 341.1, 366.7, 604.3, 800.9, 1223.3, 1504.4, 2931.3]	[]	Calculated	
Ag	211	COH	1.84	[12.0, 186.3, 215.8, 261.5, 367.0, 413.5, 1030.9, 1213.2, 3537.8]	[]	Calculated	
Ag	211	OH	0.52	[153.4, 314.4, 348.8, 649.5, 677.8, 3708.5]	[]	Calculated	
iCu	211	CH2OH	-0.89	[12.0, 128.6, 176.0, 267.6, 318.2, 524.3, 640.2, 798.6, 1071.6, 1221.8, 1307.7, 1524.5, 3035.7, 3077.5, 3693.7]	[]	Calculated	
Pt	211	HCOOH	-0.58	[101.1, 109.5, 142.0, 183.0, 214.8, 228.0, 651.1, 748.9, 1021.9, 1118.6, 1303.7, 1372.7, 1697.8, 3018.4, 3328.8]	[]	Calculated	
Pd	211	CO2	-0.84	[12.0, 12.0, 77.1, 215.4, 267.9, 636.3, 658.2, 1328.3, 2349.1]	[]	Calculated	
Ag	211	CH2O	-0.59	[12.0, 117.2, 232.8, 312.3, 402.0, 470.1, 958.8, 1177.4, 1295.8, 1486.0, 2867.5, 2940.5]	[]	Calculated	
Pt	211	O	1.22	[74.3, 477.3, 479.1]	[]	Calculated	
Pt	211	H	-0.44	[237.3, 978.3, 1005.8]	[]	Calculated	
Rh	211	CH3OH	-2.1	[12.0, 12.0, 100.3, 137.1, 188.5, 219.1, 531.8, 950.3, 1077.5, 1153.9, 1348.8, 1450.3, 1482.2, 1487.4, 3002.4, 3074.2, 3123.7, 3638.2]	[]	Calculated	
Rh	211	H	-0.4	[237.3, 978.3, 1005.8]	[]	Calculated	
Rh	211	O	0.41	[74.3, 477.3, 479.1]	[]	Calculated	
Pd	211	HCOOH	-0.68	[101.1, 109.5, 142.0, 183.0, 214.8, 228.0, 651.1, 748.9, 1021.9, 1118.6, 1303.7, 1372.7, 1697.8, 3018.4, 3328.8]	[]	Calculated	
Rh	211	CH2OH	-1.7	[12.0, 128.6, 176.0, 267.6, 318.2, 524.3, 640.2, 798.6, 1071.6, 1221.8, 1307.7, 1524.5, 3035.7, 3077.5, 3693.7]	[]	Calculated	
Pt	211	CH2O	-1.15	[12.0, 117.2, 232.8, 312.3, 402.0, 470.1, 958.8, 1177.4, 1295.8, 1486.0, 2867.5, 2940.5]	[]	Calculated	
Rh	211	H2COOH	-0.93	[12.0, 162.1, 170.6, 249.2, 311.3, 335.6, 498.0, 587.4, 803.2, 1012.2, 1067.8, 1201.0, 1306.2, 1368.6, 1487.9, 2957.8, 2987.5, 3700.7]	[]	Calculated	
Cu	211	HCOO	-1.5	[166.0, 200.5, 253.6, 287.2, 301.2, 342.4, 748.0, 994.7, 1308.9, 1345.8, 1498.8, 2977.7]	[]	Calculated	
Cu	211	CHO	-0.29	[165.7, 193.0, 341.1, 366.7, 604.3, 800.9, 1223.3, 1504.4, 2931.3]	[]	Calculated	
Pt	211	CH3OH	-1.98	[12.0, 12.0, 100.3, 137.1, 188.5, 219.1, 531.8, 950.3, 1077.5, 1153.9, 1348.8, 1450.3, 1482.2, 1487.4, 3002.4, 3074.2, 3123.7, 3638.2]	[]	Calculated	
Rh	211	COOH	-1.24	[159.4, 167.9, 216.6, 271.0, 296.0, 385.2, 668.4, 703.1, 1120.6, 1274.1, 1478.5, 3509.6]	[]	Calculated	
Pt	211	OH	0.22	[153.4, 314.4, 348.8, 649.5, 677.8, 3708.5]	[]	Calculated	
Pd	211	CO	-1.65	[225.9, 269.6, 319.5, 362.3, 402.1, 1881.4]	[]	Calculated	
Cu	211	CH2O	-0.67	[12.0, 117.2, 232.8, 312.3, 402.0, 470.1, 958.8, 1177.4, 1295.8, 1486.0, 2867.5, 2940.5]	[]	Calculated	
Pd	211	HCOO	-0.99	[166.0, 200.5, 253.6, 287.2, 301.2, 342.4, 748.0, 994.7, 1308.9, 1345.8, 1498.8, 2977.7]	[]	Calculated	
Cu	211	CH3OH	-1.99	[12.0, 12.0, 100.3, 137.1, 188.5, 219.1, 531.8, 950.3, 1077.5, 1153.9, 1348.8, 1450.3, 1482.2, 1487.4, 3002.4, 3074.2, 3123.7, 3638.2]	[]	Calculated	
Ag	211	O	1.88	[74.3, 477.3, 479.1]	[]	Calculated	
Ag	211	H	0.35	[237.3, 978.3, 1005.8]	[]	Calculated	
Ag	211	CHOH	0.62	[12.0, 189.7, 245.3, 291.1, 384.7, 421.1, 840.9, 1117.4, 1211.6, 1454.1, 2989.4, 3634.1]	[]	Calculated	
Cu	211	OH	-0.29	[153.4, 314.4, 348.8, 649.5, 677.8, 3708.5]	[]	Calculated	
Rh	211	CO	-1.79	[225.9, 269.6, 319.5, 362.3, 402.1, 1881.4]	[]	Calculated	
Pd	211	CH2O	-1.05	[12.0, 117.2, 232.8, 312.3, 402.0, 470.1, 958.8, 1177.4, 1295.8, 1486.0, 2867.5, 2940.5]	[]	Calculated	
Pd	211	CH2OH	-1.36	[12.0, 128.6, 176.0, 267.6, 318.2, 524.3, 640.2, 798.6, 1071.6, 1221.8, 1307.7, 1524.5, 3035.7, 3077.5, 3693.7]	[]	Calculated	
Pd	211	CO-O	1.32	[12.0, 89.9, 135.6, 202.9, 269.7, 335.0, 385.9, 558.6, 1971.2]	[]	Calculated	
Pt	211	H-CH2O	-0.5	[12.0, 12.0, 146.3, 170.2, 209.1, 332.4, 535.3, 663.5, 1087.1, 1184.7, 1339.0, 1514.0, 1586.9, 2927.7, 2982.4]	[]	Calculated	
Rh	211	H-HCOOH	-0.23	[12.0, 12.0, 12.0, 81.5, 192.1, 265.8, 367.5, 490.0, 581.2, 877.6, 998.5, 1038.2, 1207.7, 1260.7, 1311.5, 1417.7, 2991.5, 3537.3]	[]	Calculated	
Pt	211	CO-O	0.8	[12.0, 89.9, 135.6, 202.9, 269.7, 335.0, 385.9, 558.6, 1971.2]	[]	Calculated	
Pd	211	H-CH2O	-0.49	[12.0, 12.0, 146.3, 170.2, 209.1, 332.4, 535.3, 663.5, 1087.1, 1184.7, 1339.0, 1514.0, 1586.9, 2927.7, 2982.4]	[]	Calculated	
Ag	211	CO-H	1.84	[12, 244, 351, 387, 467, 550, 659, 1120, 1536]	[]	Calculated	
Cu	211	H-HCOOH	-0.03	[12.0, 12.0, 12.0, 81.5, 192.1, 265.8, 367.5, 490.0, 581.2, 877.6, 998.5, 1038.2, 1207.7, 1260.7, 1311.5, 1417.7, 2991.5, 3537.3]	[]	Calculated	
Pd	211	O-H	2.32	[12.0, 12.0, 265.8, 423.9, 454.7, 1803.0]	[]	Calculated	
Rh	211	O-H	1.45	[12.0, 12.0, 265.8, 423.9, 454.7, 1803.0]	[]	Calculated  
Ag	211	CO-O	1.99	[12.0, 89.9, 135.6, 202.9, 269.7, 335.0, 385.9, 558.6, 1971.2]	[]	Calculated	
Pt	211	O-H	1.88	[12.0, 12.0, 265.8, 423.9, 454.7, 1803.0]	[]	Calculated	
Pt	211	CO-H	-0.14	[12, 244, 351, 387, 467, 550, 659, 1120, 1536]	[]	Calculated	
Rh	211	H-OH	0.57	[12.0, 26.0, 88.2, 347.8, 434.7, 667.8, 758.1, 1005.2, 3672.6]	[]	Calculated	
Pd	211	CO-H	-0.99	[12, 244, 351, 387, 467, 550, 659, 1120, 1536]	[]	Calculated	
Cu	211	CO-OH	-0.23	[12.0, 82.5, 178.5, 209.7, 278.1, 327.3, 352.6, 464.5, 596.5, 772.4, 1961.5, 3662.2]	[]	Calculated	
Cu	211	CO-O	0.82	[12.0, 89.9, 135.6, 202.9, 269.7, 335.0, 385.9, 558.6, 1971.2]	[]	Calculated	
Ag	211	H-CO	0.71	[12.0, 120.4, 196.6, 227.6, 263.0, 416.0, 548.2, 1670.7, 1822.9]	[]	Calculated	
Ag	211	H-CHO	0.9	[12.0, 75.5, 215.6, 229.8, 284.4, 350.5, 587.2, 805.1, 940.7, 1151.5, 1747.6, 2854.7]	[]	Calculated	
Rh	211	H2CO-OH	-0.59	[12.0, 12.0, 12.0, 98.2, 198.0, 227.0, 292.0, 437.0, 464.8, 605.1, 890.2, 1121.4, 1212.5, 1438.6, 1602.2, 2967.1, 3032.2, 3674.4]	[]	Calculated	
Rh	211	CH3-H	-2.12	[12, 12, 156, 193, 442, 648, 657, 1073, 1219, 1320, 1376, 1416, 2642, 3026, 3096]	[]	Calculated	
Cu	211	H2CO-OH	-0.7	[12.0, 12.0, 12.0, 98.2, 198.0, 227.0, 292.0, 437.0, 464.8, 605.1, 890.2, 1121.4, 1212.5, 1438.6, 1602.2, 2967.1, 3032.2, 3674.4]	[]	Calculated	
Cu	211	H-OH	1.18	[12.0, 26.0, 88.2, 347.8, 434.7, 667.8, 758.1, 1005.2, 3672.6]	[]	Calculated	
Ag	211	H-CH2O	0.01	[12.0, 12.0, 146.3, 170.2, 209.1, 332.4, 535.3, 663.5, 1087.1, 1184.7, 1339.0, 1514.0, 1586.9, 2927.7, 2982.4]	[]	Calculated	
Rh	211	C-H	-0.87	[12, 157, 237, 505, 512, 1065]	[]	Calculated	
Rh	211	H-CH2O	-1.07	[12.0, 12.0, 146.3, 170.2, 209.1, 332.4, 535.3, 663.5, 1087.1, 1184.7, 1339.0, 1514.0, 1586.9, 2927.7, 2982.4]	[]	Calculated	
Ag	211	CH3O-H	-0.01	[12.0, 56.2, 91.4, 126.6, 198.9, 227.4, 288.5, 568.2, 836.9, 998.3, 1126.0, 1145.8, 1397.2, 1467.2, 1480.0, 2950.9, 2976.1, 2996.4]	[]	Calculated	
Cu211	211	O-H	1.8	[12.0, 12.0, 265.8, 423.9, 454.7, 1803.0]	[]	Calculated	
Cu	211	HCOO-H	-0.35	[12.0, 12.0, 12.0, 100.6, 260.6, 281.2, 330.6, 677.4, 753.2, 995.2, 1027.0, 1304.4, 1314.3, 1559.5, 3029.2]	[]	Calculated	
Cu	211	CO-H	1.28	[12, 244, 351, 387, 467, 550, 659, 1120, 1536]	[]	Calculated	
Ag	211	CO-OH	0.54	[12.0, 82.5, 178.5, 209.7, 278.1, 327.3, 352.6, 464.5, 596.5, 772.4, 1961.5, 3662.2]	[]	Calculated	
Rh	211	CO2-H	-0.19	[12.0, 57.8, 129.3, 132.9, 153.4, 249.8, 445.4, 521.2, 600.2, 760.2, 1192.2, 1942.2]	[]	Calculated	
Rh	211	CO-H	-0.73	[12, 244, 351, 387, 467, 550, 659, 1120, 1536]	[]	Calculated	
Pt	211	C-OH	0.92	[12.0, 101.6, 205.0, 343.3, 382.9, 421.1, 449.2, 612.6, 3665.6]	[]	Calculated	
Rh	211	CO-OH	-0.78	[12.0, 82.5, 178.5, 209.7, 278.1, 327.3, 352.6, 464.5, 596.5, 772.4, 1961.5, 3662.2]	[]	Calculated	
Cu	211	H-CHO	0.1	[12.0, 75.5, 215.6, 229.8, 284.4, 350.5, 587.2, 805.1, 940.7, 1151.5, 1747.6, 2854.7]	[]	Calculated	
Rh	211	H-CO	-1.03	[12.0, 120.4, 196.6, 227.6, 263.0, 416.0, 548.2, 1670.7, 1822.9]	[]	Calculated	
Rh	211	H-CHO	-1.03	[12.0, 75.5, 215.6, 229.8, 284.4, 350.5, 587.2, 805.1, 940.7, 1151.5, 1747.6, 2854.7]	[]	Calculated	
Cu	211	H-CO	0.09	[12.0, 120.4, 196.6, 227.6, 263.0, 416.0, 548.2, 1670.7, 1822.9]	[]	Calculated	
Cu	211	H-CH2O	-0.43	[12.0, 12.0, 146.3, 170.2, 209.1, 332.4, 535.3, 663.5, 1087.1, 1184.7, 1339.0, 1514.0, 1586.9, 2927.7, 2982.4]	[]	Calculated	
Rh	211	HCO-OH	-0.38	[12.0, 174.8, 209.9, 279.3, 389.5, 518.0, 819.4, 948.1, 1731.9]	[]	Calculated	
Ag	211	H2CO-OH	-0.11	[12.0, 12.0, 12.0, 98.2, 198.0, 227.0, 292.0, 437.0, 464.8, 605.1, 890.2, 1121.4, 1212.5, 1438.6, 1602.2, 2967.1, 3032.2, 3674.4]	[]	Calculated	
Ag	211	H-CHOH	1.25	[12.0, 106.4, 155.9, 288.2, 305.6, 444.5, 547.3, 592.3, 980.5, 1074.2, 1202.8, 1373.5, 1895.1, 3023.9, 3629.3]	[]	Calculated	
Cu	211	H-CO2	-0.07	[12.0, 12.0, 116.6, 131.3, 207.8, 312.2, 687.1, 990.5, 1064.8, 1340.8, 1703.0, 2893.9]	[]	Calculated	
Cu	211	HCO-OH	0.2	[12.0, 174.8, 209.9, 279.3, 389.5, 518.0, 819.4, 948.1, 1731.9]	[]	Calculated	
Ag	211	HCOO-H	0.55	[12.0, 12.0, 12.0, 100.6, 260.6, 281.2, 330.6, 677.4, 753.2, 995.2, 1027.0, 1304.4, 1314.3, 1559.5, 3029.2]	[]	Calculated	
Cu	211	CH3O-H	-0.33	[12.0, 56.2, 91.4, 126.6, 198.9, 227.4, 288.5, 568.2, 836.9, 998.3, 1126.0, 1145.8, 1397.2, 1467.2, 1480.0, 2950.9, 2976.1, 2996.4]	[]	Calculated	
Pt	211	CH3O-H	-1.09	[12.0, 56.2, 91.4, 126.6, 198.9, 227.4, 288.5, 568.2, 836.9, 998.3, 1126.0, 1145.8, 1397.2, 1467.2, 1480.0, 2950.9, 2976.1, 2996.4]	[]	Calculated	
Pd	211	CHO-H	-0.46	[12.0, 12.0, 135.9, 159.1, 269.1, 395.2, 465.2, 775.9, 933.8, 1263.1, 1528.3, 2867.7]	[]	Calculated	
Ag	211	H-OH	1.9	[12.0, 26.0, 88.2, 347.8, 434.7, 667.8, 758.1, 1005.2, 3672.6]	[]	Calculated	
Pt	211	CO2-H	-0.2	[12.0, 57.8, 129.3, 132.9, 153.4, 249.8, 445.4, 521.2, 600.2, 760.2, 1192.2, 1942.2]	[]	Calculated	
Cu	211	H-CH2OH	0.41	[12.0, 55.3, 124.8, 182.5, 242.9, 279.8, 421.4, 548.2, 831.8, 932.8, 1066.7, 1110.5, 1150.8, 1351.9, 1472.5, 3092.0, 3190.2, 3629.5]	[]	Calculated	
Pd	211	CH3O-H	-0.98	[12.0, 56.2, 91.4, 126.6, 198.9, 227.4, 288.5, 568.2, 836.9, 998.3, 1126.0, 1145.8, 1397.2, 1467.2, 1480.0, 2950.9, 2976.1, 2996.4]	[]	Calculated	
Rh	211	HCOO-H	-0.71	[12.0, 12.0, 12.0, 100.6, 260.6, 281.2, 330.6, 677.4, 753.2, 995.2, 1027.0, 1304.4, 1314.3, 1559.5, 3029.2]	[]	Calculated	
Pt	211	CHO-H	-0.82	[12.0, 12.0, 135.9, 159.1, 269.1, 395.2, 465.2, 775.9, 933.8, 1263.1, 1528.3, 2867.7]	[]	Calculated	
Rh	211	C-OH	0.17	[12.0, 101.6, 205.0, 343.3, 382.9, 421.1, 449.2, 612.6, 3665.6]	[]	Calculated	
Pd	211	#CO2-H	-0.0	[12.0, 57.8, 129.3, 132.9, 153.4, 249.8, 445.4, 521.2, 600.2, 760.2, 1192.2, 1942.2]	[]	Calculated	
Pt	211	CO-OH	-0.66	[12.0, 82.5, 178.5, 209.7, 278.1, 327.3, 352.6, 464.5, 596.5, 772.4, 1961.5, 3662.2]	[]	Calculated	
Cu	211	CO2-H	1.37	[12.0, 57.8, 129.3, 132.9, 153.4, 249.8, 445.4, 521.2, 600.2, 760.2, 1192.2, 1942.2]	[]	Calculated	
Pd	211	H-CHOH	-0.67	[12.0, 106.4, 155.9, 288.2, 305.6, 444.5, 547.3, 592.3, 980.5, 1074.2, 1202.8, 1373.5, 1895.1, 3023.9, 3629.3]	[]	Calculated	
Cu	211	CHO-H	0.89	[12.0, 12.0, 135.9, 159.1, 269.1, 395.2, 465.2, 775.9, 933.8, 1263.1, 1528.3, 2867.7]	[]	Calculated	
Pd	211	CO-OH	-0.12	[12.0, 82.5, 178.5, 209.7, 278.1, 327.3, 352.6, 464.5, 596.5, 772.4, 1961.5, 3662.2]	[]	Calculated	
Pt	211	H-CHOH	-1.03	[12.0, 106.4, 155.9, 288.2, 305.6, 444.5, 547.3, 592.3, 980.5, 1074.2, 1202.8, 1373.5, 1895.1, 3023.9, 3629.3]	[]	Calculated	
Rh	211	CH2-H	-1.8	[12, 62, 278, 322, 504, 588, 852, 953, 1338, 1815, 3008, 3082]	[]	Calculated	
Rh	211	H-CH2OH	-1.13	[12.0, 55.3, 124.8, 182.5, 242.9, 279.8, 421.4, 548.2, 831.8, 932.8, 1066.7, 1110.5, 1150.8, 1351.9, 1472.5, 3092.0, 3190.2, 3629.5]	[]	Calculated	
Ag	211	C-OH	3.99	[12.0, 101.6, 205.0, 343.3, 382.9, 421.1, 449.2, 612.6, 3665.6]	[]	Calculated	
Cu	211	H-CHOH	0.09	[12.0, 106.4, 155.9, 288.2, 305.6, 444.5, 547.3, 592.3, 980.5, 1074.2, 1202.8, 1373.5, 1895.1, 3023.9, 3629.3]	[]	Calculated	
Pd	211	H-CHO	-0.31	[12.0, 75.5, 215.6, 229.8, 284.4, 350.5, 587.2, 805.1, 940.7, 1151.5, 1747.6, 2854.7]	[]	Calculated	
Pd	211	H-HCOOH	0.03	[12.0, 12.0, 12.0, 81.5, 192.1, 265.8, 367.5, 490.0, 581.2, 877.6, 998.5, 1038.2, 1207.7, 1260.7, 1311.5, 1417.7, 2991.5, 3537.3]	[]	Calculated	
Pd	211	H-CO	-0.85	[12.0, 120.4, 196.6, 227.6, 263.0, 416.0, 548.2, 1670.7, 1822.9]	[]	Calculated	
Pt	211	H-CHO	-0.71	[12.0, 75.5, 215.6, 229.8, 284.4, 350.5, 587.2, 805.1, 940.7, 1151.5, 1747.6, 2854.7]	[]	Calculated	
Pd	211	HCO-OH	-0.16	[12.0, 174.8, 209.9, 279.3, 389.5, 518.0, 819.4, 948.1, 1731.9]	[]	Calculated	
Pt	211	H-HCOOH	-0.05	[12.0, 12.0, 12.0, 81.5, 192.1, 265.8, 367.5, 490.0, 581.2, 877.6, 998.5, 1038.2, 1207.7, 1260.7, 1311.5, 1417.7, 2991.5, 3537.3]	[]	Calculated	
Pt	211	H-CO	-0.96	[12.0, 120.4, 196.6, 227.6, 263.0, 416.0, 548.2, 1670.7, 1822.9]	[]	Calculated	
Rh	211	CH3O-H	-1.14	[12.0, 56.2, 91.4, 126.6, 198.9, 227.4, 288.5, 568.2, 836.9, 998.3, 1126.0, 1145.8, 1397.2, 1467.2, 1480.0, 2950.9, 2976.1, 2996.4]	[]	Calculated	
Pt	211	H-CO2	0.06	[12.0, 12.0, 116.6, 131.3, 207.8, 312.2, 687.1, 990.5, 1064.8, 1340.8, 1703.0, 2893.9]	[]	Calculated	
Rh	211	CO-O	0.12	[12.0, 89.9, 135.6, 202.9, 269.7, 335.0, 385.9, 558.6, 1971.2]	[]	Calculated	
Ag	211	H-HCOOH	0.34	[12.0, 12.0, 12.0, 81.5, 192.1, 265.8, 367.5, 490.0, 581.2, 877.6, 998.5, 1038.2, 1207.7, 1260.7, 1311.5, 1417.7, 2991.5, 3537.3]	[]	Calculated	
Pd	211	H-CO2	0.05	[12.0, 12.0, 116.6, 131.3, 207.8, 312.2, 687.1, 990.5, 1064.8, 1340.8, 1703.0, 2893.9]	[]	Calculated	
Pt	211	HCOO-H	-0.54	[12.0, 12.0, 12.0, 100.6, 260.6, 281.2, 330.6, 677.4, 753.2, 995.2, 1027.0, 1304.4, 1314.3, 1559.5, 3029.2]	[]	Calculated	
Ag	211	CO2-H	1.61	[12.0, 57.8, 129.3, 132.9, 153.4, 249.8, 445.4, 521.2, 600.2, 760.2, 1192.2, 1942.2]	[]	Calculated	
Pd	211	H-CH2OH	-1.07	[12.0, 55.3, 124.8, 182.5, 242.9, 279.8, 421.4, 548.2, 831.8, 932.8, 1066.7, 1110.5, 1150.8, 1351.9, 1472.5, 3092.0, 3190.2, 3629.5]	[]	Calculated	
Pd	211	HCOO-H	-0.16	[12.0, 12.0, 12.0, 100.6, 260.6, 281.2, 330.6, 677.4, 753.2, 995.2, 1027.0, 1304.4, 1314.3, 1559.5, 3029.2]	[]	Calculated	
Cu	211	C-OH	1.95	[12.0, 101.6, 205.0, 343.3, 382.9, 421.1, 449.2, 612.6, 3665.6]	[]	Calculated	
Ag	211	H-CH2OH	0.38	[12.0, 55.3, 124.8, 182.5, 242.9, 279.8, 421.4, 548.2, 831.8, 932.8, 1066.7, 1110.5, 1150.8, 1351.9, 1472.5, 3092.0, 3190.2, 3629.5]	[]	Calculated	
Rh	211	CH-H	-1.19	[12.0, 12.0, 379.6, 437.8, 558.7, 656.5, 894.8, 1573.3, 3011.5]	[]	Calculated	
Pt	211	H-CH2OH	-0.83	[12.0, 55.3, 124.8, 182.5, 242.9, 279.8, 421.4, 548.2, 831.8, 932.8, 1066.7, 1110.5, 1150.8, 1351.9, 1472.5, 3092.0, 3190.2, 3629.5]	[]	Calculated	
Pd	211	H2CO-OH	-0.16	[12.0, 12.0, 12.0, 98.2, 198.0, 227.0, 292.0, 437.0, 464.8, 605.1, 890.2, 1121.4, 1212.5, 1438.6, 1602.2, 2967.1, 3032.2, 3674.4]	[]	Calculated	
Rh	211	H-CHOH	-1.22	[12.0, 106.4, 155.9, 288.2, 305.6, 444.5, 547.3, 592.3, 980.5, 1074.2, 1202.8, 1373.5, 1895.1, 3023.9, 3629.3]	[]	Calculated	
Pt	211	H-OH	0.59	[12.0, 26.0, 88.2, 347.8, 434.7, 667.8, 758.1, 1005.2, 3672.6]	[]	Calculated	
Pt	211	H2CO-OH	-0.18	[12.0, 12.0, 12.0, 98.2, 198.0, 227.0, 292.0, 437.0, 464.8, 605.1, 890.2, 1121.4, 1212.5, 1438.6, 1602.2, 2967.1, 3032.2, 3674.4]	[]	Calculated	
Ag	211	CHO-H	1.53	[12.0, 12.0, 135.9, 159.1, 269.1, 395.2, 465.2, 775.9, 933.8, 1263.1, 1528.3, 2867.7]	[]	Calculated	
Pd	211	H-OH	1.11	[12.0, 26.0, 88.2, 347.8, 434.7, 667.8, 758.1, 1005.2, 3672.6]	[]	Calculated  
Re	211	H	-0.697	[]	[]	from Martin
Cu	211	C	0.81	[303, 508, 546]	[]	from Martin
Ag	211	C	2.43	[303, 508, 546]	[]	Ang	
Pd	211	CH3	-2.06	[12, 36, 85, 442, 594, 624, 1121, 1403, 1407, 2983, 3062, 3076]	[]	Ang	
Pt	211	C	-0.82	[303, 508, 546]	[]	Ang	
Rh	211	C	-1.17	[303, 508, 546]	[]	Ang	
Ni	211	C	-1.95	[303, 508, 546]	[]	Ang	
Rh	211	CH3	-2.37	[12, 36, 85, 442, 594, 624, 1121, 1403, 1407, 2983, 3062, 3076]	[]	Ang	
Pt	211	CH3	-2.46	[12, 36, 85, 442, 594, 624, 1121, 1403, 1407, 2983, 3062, 3076]	[]	Ang	
Ni	211	CH3	-2.50	[12, 36, 85, 442, 594, 624, 1121, 1403, 1407, 2983, 3062, 3076]	[]	from Martin, bridge, nbands=-30
Pd	211	C	-0.69	[303, 508, 546]	[]	Ang	
